names,prize_money,best_rank,overall_surface_pct,hard_surface_pct,clay_surface_pct,grass_surface_pct,ranksDiff1,ranksDiff2,ranksDiff3,best_rank_std,age_turned_pro,age,plays,backhand,favorite_surface,hard_titles_std,clay_titles_std,titles_std,prize_money_std
Robin Vik,175007.5,57,0.34,0.29,0.39,0.2,101.0,15.0,54.0,8.0,18.0,40.0,3,3,2,,,,12.072584109130199
Nicolas Kiefer,440027.35,4,0.57,0.61,0.45,0.6,22.0,30.0,14.0,5.0,17.0,42.0,3,3,5,0.294117647058824,,0.3529411764705879,12.994592163053602
Denis Kudla,294038.8,53,0.35,0.29,0.26,0.51,220.0,139.0,23.0,6.0,17.0,27.0,3,3,9,,,,12.591467010402301
Fabrice Martin,661876.0,228,0.01,0.01,,0.01,107.0,204.0,162.0,6.0,19.0,33.0,3,1,1,,,,13.402833506196
Fernando Vicente,208401.14,29,0.42,0.38,0.46,0.29,5.0,6.0,5.0,4.0,18.0,42.0,3,2,4,,0.214285714285714,0.214285714285714,12.2472200590959
Dick Norman,93563.57,85,0.3,0.22,0.29,0.41,57.0,75.0,31.0,15.0,20.0,49.0,2,3,9,,,,11.446396377302301
Pierre Hugues Herbert,908660.5,36,0.45,0.44,0.47,0.5,137.0,104.0,106.0,9.0,18.0,28.0,3,3,14,,,,13.719726816047098
Diego Alvarez,,216,,,,,399.0,113.0,25.0,11.0,18.0,40.0,3,1,1,,,,
Rohan Bopanna,359683.75,213,0.31,0.21,0.99,0.44,184.0,60.0,290.0,4.0,23.0,40.0,3,1,9,,,,12.7929804521272
Christophe Rochus,192747.58,38,0.35,0.32,0.42,0.12,5.0,74.0,59.0,10.0,17.0,41.0,3,3,4,,,,12.1691367362235
Germain Gigounon,225992.0,185,0.01,,0.01,,153.0,84.0,315.0,,,30.0,3,2,1,,,,12.3282548793978
Sekou Bangoura,278709.0,213,0.01,0.01,,,42.0,298.0,160.0,6.0,18.0,28.0,3,3,1,,,,12.537923505736599
Christian Lindell,36770.71,177,0.28,0.01,0.33,,560.0,38.0,111.0,7.0,16.0,28.0,3,3,4,,,,10.512456883328401
Robin Soderling,947556.73,4,0.64,0.65,0.61,0.6,281.0,103.0,26.0,9.0,16.0,35.0,3,3,3,0.45454545454545503,0.18181818181818202,0.9090909090909091,13.7616420874973
Evgeny Korolev,188650.88,46,0.44,0.5,0.4,0.17,236.0,82.0,23.0,5.0,17.0,32.0,3,3,10,,,,12.1476533901046
Filip Prpic,41870.71,194,0.15,0.33,0.01,,181.0,63.0,222.0,4.0,19.0,37.0,3,1,10,,,,10.642341816118
Mauricio Echazu,6800.79,379,0.5,0.33,0.5,,324.0,264.0,79.0,4.0,17.0,31.0,3,3,4,,,,8.82479406088682
Roberto Ortega Olmedo,209276.0,232,0.01,,0.01,,236.0,115.0,342.0,,,28.0,1,1,1,,,,12.2514092339185
Roberto Marcora,92164.0,150,0.5,0.67,0.01,,200.0,268.0,87.0,11.0,19.0,30.0,3,2,1,,,,11.4313248777656
Roberto Carballes Baena,212740.25,72,0.45,0.38,0.49,0.17,207.0,130.0,56.0,7.0,17.0,26.0,3,3,4,,0.125,0.125,12.267827216948302
Sebastien Grosjean,580843.14,4,0.58,0.56,0.58,0.65,13.0,11.0,7.0,6.0,17.0,41.0,3,3,9,0.0714285714285714,,0.28571428571428603,13.2722360165938
Sebastien De Chaunac,68488.25,130,0.31,0.33,0.25,,123.0,20.0,18.0,11.0,20.0,42.0,3,3,10,,,,11.1344174766902
Mohammad Ghareeb,11505.36,336,0.65,0.59,0.78,,218.0,102.0,156.0,,,39.0,3,1,4,,,,9.35056829272308
Nikola Mektic,258924.14,213,0.25,0.14,0.4,,93.0,235.0,42.0,7.0,17.0,31.0,3,3,4,,,,12.4642904020264
Mohamed Safwat,49671.0,130,0.29,0.23,0.3,0.5,109.0,28.0,258.0,,,29.0,3,3,4,,,,10.8131765407757
Enrique Lopez Perez,444563.0,154,0.01,,0.01,,311.0,185.0,95.0,9.0,17.0,28.0,3,3,1,,,,13.0048470561765
Emilio Gomez,33717.56,143,0.54,0.42,0.56,,16.0,82.0,298.0,,,28.0,3,3,4,,,,10.4257740488808
Nicolas Lapentti,371405.76,6,0.52,0.49,0.56,0.37,1.0,6.0,28.0,5.0,18.0,43.0,3,3,4,0.0588235294117647,0.17647058823529396,0.294117647058824,12.8250504366658
Petru Alexandru Luncanu,71104.5,304,0.01,0.01,0.01,,92.0,131.0,97.0,4.0,15.0,30.0,2,3,1,,,,11.1719059049278
Juan Martin Aranguren,82828.0,184,0.01,,0.01,,91.0,207.0,206.0,6.0,19.0,36.0,3,2,1,,,,11.324521447459901
Konstantinos Economidis,33747.5,112,0.5,0.29,0.73,0.01,143.0,68.0,79.0,9.0,20.0,42.0,3,2,4,,,,10.426661619483
Julio Peralta,617988.0,212,0.01,,0.01,,255.0,199.0,413.0,3.0,18.0,38.0,3,2,1,,,,13.334224318775599
Andis Juska,14773.08,226,0.48,0.17,0.5,,397.0,30.0,115.0,,,34.0,3,3,3,,,,9.60056188459159
Artem Sitak,240655.0,299,0.5,0.57,0.5,0.01,242.0,12.0,47.0,7.0,15.0,34.0,3,3,10,,,,12.3911196515775
Alessandro Bega,142585.0,259,0.01,0.01,,,344.0,112.0,12.0,,,29.0,3,3,1,,,,11.867693592088699
Yuichi Ito,98150.0,325,0.01,0.01,,,84.0,259.0,53.0,,,33.0,3,3,1,,,,11.494252199704599
Marc Lopez,397461.36,106,0.43,0.5,0.43,0.33,189.0,65.0,51.0,5.0,16.0,37.0,3,3,4,,,,12.8928530008044
Jonathan Eysseric,205900.33,202,0.01,0.01,0.01,,113.0,129.0,179.0,5.0,17.0,29.0,2,3,1,,,,12.2351474957344
Adrian Cruciat,208348.0,148,0.33,,0.33,,136.0,244.0,148.0,9.0,15.0,36.0,3,1,1,,,,12.246965037572501
Hiroki Kondo,53457.33,275,0.25,0.25,,,143.0,5.0,180.0,12.0,18.0,37.0,3,3,1,,,,10.886639044562399
Tennys Sandgren,527322.0,41,0.43,0.46,0.33,0.5,440.0,307.0,50.0,8.0,19.0,28.0,3,3,6,0.25,,0.25,13.175566646628099
Kornel Bardoczky,9468.09,254,0.5,0.44,0.5,,13.0,149.0,6.0,,,41.0,3,1,14,,,,9.15568247629212
Adrian Garcia,,103,0.32,0.29,0.38,0.01,76.0,91.0,123.0,,,41.0,3,1,4,,,,
Jiri Vesely,491027.5,35,0.47,0.41,0.49,0.6,265.0,340.0,178.0,6.0,15.0,26.0,2,3,9,0.25,,0.25,13.1042554133549
Joseph Sirianni,74594.83,138,0.33,0.38,,0.2,74.0,187.0,35.0,12.0,21.0,45.0,3,2,10,,,,11.219826480841201
Yasutaka Uchiyama,120545.17,78,0.38,0.4,,0.01,201.0,43.0,117.0,,,27.0,3,3,10,,,,11.6997798164441
Jiri Vanek,145500.27,74,0.36,0.3,0.42,0.12,25.0,97.0,56.0,4.0,17.0,41.0,3,3,4,,,,11.8879332212621
Mario Ancic,335390.5,7,0.6,0.58,0.56,0.74,253.0,205.0,15.0,5.0,16.0,35.0,3,3,9,,,0.25,12.7230508035813
Luka Gregorc,25152.29,172,0.45,0.5,0.01,0.01,56.0,18.0,181.0,10.0,15.0,36.0,3,1,10,,,,10.1327042250607
Lukas Dlouhy,520084.5,73,0.29,0.15,0.35,0.29,414.0,27.0,107.0,5.0,17.0,36.0,3,3,13,,,,13.161746577355899
James Duckworth,155441.44,71,0.34,0.36,0.29,0.22,467.0,66.0,73.0,10.0,18.0,28.0,3,3,10,,,,11.9540243480331
Thierry Ascione,114662.33,81,0.29,0.32,0.3,0.01,192.0,59.0,261.0,4.0,19.0,39.0,3,2,15,,,,11.6497468272048
Antony Dupuis,159081.3,57,0.4,0.4,0.34,0.46,13.0,20.0,8.0,9.0,19.0,47.0,3,2,5,,,0.1,11.977170671277198
Adrien Bossel,37378.5,262,0.01,0.01,0.01,0.01,97.0,119.0,344.0,,,33.0,2,3,1,,,,10.5288509517935
Andreas Vinciguerra,105517.92,33,0.46,0.48,0.44,0.29,18.0,146.0,59.0,3.0,17.0,39.0,2,3,12,0.0769230769230769,,0.0769230769230769,11.566636075294001
Jacob Adaktusson,127480.0,214,0.01,0.01,,,4.0,91.0,292.0,,,39.0,3,1,1,,,,11.7557147685313
Jordi Samper Montana,153710.0,179,0.01,,0.01,,102.0,52.0,522.0,,,29.0,3,1,1,,,,11.942822989219
Taro Daniel,232286.14,64,0.39,0.37,0.44,0.01,512.0,184.0,44.0,,,27.0,3,3,14,,0.14285714285714302,0.14285714285714302,12.355725252751201
Jerzy Janowicz,375321.2,14,0.52,0.52,0.36,0.62,20.0,158.0,60.0,6.0,16.0,29.0,3,3,3,,,,12.835537471670499
Ivan Endara,15600.75,367,0.33,0.25,0.36,,67.0,88.0,192.0,9.0,18.0,32.0,3,3,4,,,,9.65507426900505
Todor Enev,8507.0,252,0.46,0.33,0.38,,391.0,143.0,198.0,6.0,16.0,38.0,3,1,3,,,,9.048644632975881
Alexandre Sidorenko,57493.43,145,0.31,0.33,0.29,,47.0,176.0,4.0,3.0,18.0,32.0,3,3,14,,,,10.9594259593876
Marcin Gawron,149862.0,262,0.01,0.01,,,222.0,181.0,154.0,,,31.0,3,3,1,,,,11.9174701496187
Victor Ionita,47316.67,187,0.25,,0.25,,30.0,169.0,240.0,5.0,16.0,36.0,3,1,1,,,,10.764617943680301
Adam Chadaj,145999.0,202,0.75,,0.75,,213.0,94.0,98.0,4.0,16.0,35.0,2,3,1,,,,11.8913550513519
Harel Levy,121514.77,30,0.39,0.38,0.42,0.38,19.0,174.0,141.0,6.0,16.0,41.0,3,2,2,,,,11.7077910981605
Ismar Gorcic,67256.0,443,0.33,,0.33,,91.0,299.0,66.0,4.0,16.0,36.0,3,3,1,,,,11.116261512815099
Marcelo Arevalo,52258.5,139,0.56,0.7,0.23,,187.0,259.0,57.0,6.0,21.0,29.0,3,3,10,,,,10.863957836022001
Yann Marti,40064.75,200,0.29,,0.29,,82.0,178.0,353.0,,,31.0,3,3,1,,,,10.598252174332499
Juan Ignacio Londero,245248.4,50,0.48,0.2,0.6,0.33,106.0,201.0,201.0,9.0,16.0,26.0,3,3,4,,0.2,0.2,12.4100268534512
Alexander Ward,93006.33,242,0.01,,0.01,0.01,263.0,244.0,129.0,8.0,17.0,29.0,3,3,1,,,,11.440422834335198
Jean Rene Lisnard,81579.21,84,0.38,0.36,0.41,0.2,70.0,159.0,8.0,6.0,17.0,40.0,3,2,12,,,,11.3093297290786
Kamil Capkovic,227790.0,211,0.01,0.01,,,321.0,108.0,141.0,,,33.0,3,3,1,,,,12.3361794308754
Alberto Martin,256059.0,34,0.45,0.35,0.52,0.29,38.0,20.0,7.0,6.0,16.0,41.0,3,2,4,,0.2,0.2,12.4531631656579
Martin Fischer,71196.22,117,0.2,0.33,0.08,0.25,418.0,174.0,48.0,5.0,18.0,33.0,3,3,10,,,,11.1731950061031
Louk Sorensen,33172.0,175,0.46,0.29,0.5,,462.0,59.0,209.0,11.0,18.0,35.0,3,3,10,,,,10.409461425571099
Karim Mohamed Maamoun,19754.4,225,0.4,0.67,0.29,,267.0,76.0,90.0,,,28.0,3,3,4,,,,9.89113153032654
Lorenzo Giustino,105127.25,127,0.01,0.01,0.01,,222.0,220.0,294.0,,,28.0,3,3,1,,,,11.5629268001378
Martin Alund,228149.0,84,0.41,,0.44,0.01,125.0,154.0,74.0,9.0,18.0,34.0,3,2,4,,,,12.337754203264598
Amer Delic,93540.9,60,0.37,0.41,0.2,0.25,286.0,274.0,9.0,4.0,20.0,37.0,3,2,10,,,,11.4461540527859
Satoshi Iwabuchi,,223,0.26,0.25,,0.99,133.0,119.0,158.0,,,44.0,2,1,10,,,,
Michal Tabara,84225.6,47,0.43,0.45,0.46,0.01,32.0,146.0,1.0,4.0,17.0,40.0,3,3,15,0.1,,0.1,11.341254192025001
Kenny De Schepper,200105.25,62,0.3,0.29,0.23,0.4,250.0,331.0,20.0,4.0,22.0,32.0,2,2,9,,,,12.206598757109198
Jack Sock,953799.91,8,0.56,0.55,0.58,0.52,179.0,497.0,231.0,6.0,18.0,27.0,3,3,15,0.272727272727273,0.0909090909090909,0.36363636363636404,13.768209190486902
Oriol Roca Batalla,154038.0,193,0.5,,0.5,,6.0,289.0,236.0,,,26.0,3,2,1,,,,11.944954604203902
Dzmitry Zhyrmont,33554.5,201,0.38,0.46,0.01,,3.0,196.0,246.0,,,31.0,3,3,10,,,,10.4209262615724
Rhyne Williams,115164.25,114,0.28,0.24,0.5,0.01,175.0,201.0,260.0,2.0,19.0,28.0,3,3,4,,,,11.6541146492205
Ivan Cerovic,110558.0,280,0.01,,0.01,,30.0,54.0,343.0,7.0,19.0,38.0,2,1,1,,,,11.613295549112802
Mikhail Elgin,427206.0,127,0.01,0.01,,,14.0,279.0,165.0,11.0,16.0,38.0,3,2,1,,,,12.9650216114733
Michal Mertinak,251349.17,129,0.38,0.5,0.42,0.29,170.0,84.0,240.0,6.0,19.0,40.0,3,3,10,,,,12.434598366947
Daniel Nguyen,,189,,,,,288.0,155.0,221.0,2.0,22.0,29.0,3,3,1,,,,
Michael Yani,67216.67,143,0.24,0.11,0.01,0.6,294.0,75.0,94.0,7.0,22.0,39.0,3,3,9,,,,11.115676561224301
Alex Bolt,169819.8,125,0.29,0.32,,0.2,511.0,93.0,271.0,10.0,16.0,27.0,2,3,10,,,,12.042493153835098
Frederic Niemeyer,44222.75,134,0.29,0.15,0.36,0.33,115.0,23.0,92.0,6.0,21.0,43.0,3,3,3,,,,10.6969946415325
Sarvar Ikramov,,535,0.38,0.33,0.5,,57.0,12.0,233.0,,,35.0,3,1,1,,,,
Eduardo Schwank,242168.67,48,0.38,0.26,0.46,0.12,670.0,121.0,117.0,5.0,18.0,33.0,3,3,4,,,,12.397389745829699
Ivan Sergeyev,56054.33,147,0.83,0.83,,,10.0,166.0,486.0,,,32.0,3,3,1,,,,10.9340766779697
Tomas Tenconi,108645.0,141,0.33,,0.33,,32.0,205.0,143.0,5.0,19.0,39.0,3,1,1,,,,11.595840965297501
Andres Artunedo Martinavarr,32892.0,293,0.01,0.01,,,102.0,248.0,218.0,4.0,16.0,26.0,3,3,1,,,,10.400984746090801
Julien Jeanpierre,225543.0,133,0.6,0.5,0.67,,80.0,537.0,115.0,5.0,18.0,39.0,3,1,1,,,,12.326266107107802
Daniel Cox,132893.5,206,0.01,,,0.01,119.0,363.0,141.0,,,29.0,3,3,1,,,,11.797303334551199
Romain Jouan,55201.0,209,0.2,0.25,0.01,,363.0,82.0,74.0,5.0,21.0,34.0,3,3,1,,,,10.9187363480431
Nicolas Todero,188600.0,219,0.01,,0.01,,112.0,27.0,16.0,6.0,18.0,40.0,3,1,1,,,,12.1473836491815
Cristobal Saavedra Corvalan,136667.0,284,0.01,,0.01,,336.0,17.0,110.0,4.0,16.0,29.0,3,3,1,,,,11.825302589033802
Fernando Romboli,257348.0,236,0.01,,0.01,,157.0,85.0,72.0,5.0,17.0,31.0,3,2,1,,,,12.458184533533302
Cristian Rodriguez,65390.0,362,0.99,0.99,,,15.0,151.0,17.0,,,29.0,3,3,1,,,,11.0881246205553
Valentin Sanon,9120.12,339,0.3,0.36,0.33,,21.0,425.0,120.0,4.0,19.0,39.0,3,1,15,,,,9.11823824087655
Lars Uebel,122231.0,242,0.01,,,0.01,459.0,43.0,53.0,,,39.0,3,3,1,,,,11.7136679760354
Vasilis Mazarakis,36683.86,115,0.42,0.33,0.4,,77.0,13.0,115.0,6.0,19.0,40.0,3,1,14,,,,10.510092155293801
Mounir El Aarej,9808.77,319,0.26,0.01,0.33,0.5,148.0,48.0,18.0,,,42.0,3,1,4,,,,9.1910321624354
Vincent Spadea,278047.78,18,0.47,0.49,0.43,0.4,88.0,58.0,38.0,12.0,18.0,45.0,3,3,10,0.0555555555555556,,0.0555555555555556,12.5355482484083
Jean Christophe Faurel,144765.0,140,0.22,0.33,0.01,0.01,252.0,30.0,3.0,6.0,19.0,39.0,3,1,1,,,,11.882867017009302
Jason Kubler,122117.5,91,0.22,0.17,0.5,0.01,5.0,198.0,65.0,8.0,16.0,26.0,3,3,1,,,,11.7127389749721
Federico Coria,123177.5,103,0.43,,0.43,,236.0,131.0,56.0,10.0,17.0,27.0,3,3,1,,,,11.7213816835326
Liam Broady,118163.0,154,0.31,0.6,0.01,0.14,223.0,412.0,277.0,4.0,20.0,26.0,2,3,10,,,,11.6798203061856
Alexey Vatutin,155184.0,136,0.33,0.01,0.4,,383.0,86.0,196.0,,,27.0,3,3,1,,,,11.9523667886333
Fabrice Santoro,455506.0,17,0.51,0.54,0.48,0.57,9.0,13.0,27.0,12.0,16.0,47.0,3,3,6,0.136363636363636,,0.272727272727273,13.0291641679335
Leonardo Azzaro,320082.0,180,0.01,,0.01,,27.0,57.0,113.0,7.0,18.0,41.0,2,1,1,,,,12.6763324919495
Filip Horansky,47843.33,161,0.12,0.01,0.17,0.01,276.0,6.0,269.0,,,27.0,3,3,1,,,,10.7756869932255
Jerome Haehnel,94424.4,78,0.31,0.54,0.1,0.01,91.0,83.0,42.0,7.0,17.0,39.0,3,3,10,0.2,,0.2,11.4555547933111
Flavio Saretta,154914.88,44,0.49,0.43,0.52,0.5,248.0,6.0,47.0,5.0,17.0,39.0,3,3,16,,,,11.950631083766801
Francesco Piccari,65319.0,233,0.01,,0.01,,184.0,72.0,247.0,,,40.0,3,1,1,,,,11.087038237720401
Nils Langer,208894.0,188,0.33,0.01,0.5,,622.0,578.0,318.0,,,30.0,3,2,1,,,,12.249582225255699
James Mcgee,,146,0.47,0.36,0.67,,65.0,141.0,291.0,,,32.0,3,1,3,,,,
Tristan Lamasine,137263.33,181,0.29,0.01,0.4,0.01,52.0,259.0,370.0,5.0,17.0,27.0,3,3,1,,,,11.8296564766958
Michael Ryderstedt,34794.22,130,0.32,0.31,0.33,,335.0,54.0,110.0,3.0,17.0,35.0,2,1,14,,,,10.457206560013699
Luis Horna,188812.15,33,0.49,0.41,0.55,0.01,6.0,53.0,21.0,6.0,17.0,39.0,3,2,4,,0.153846153846154,0.153846153846154,12.1485078844365
Luis David Martinez,13993.33,390,0.44,0.46,0.25,,166.0,238.0,158.0,,,30.0,3,3,10,,,,9.54633606649782
Saketh Myneni,118325.0,137,0.4,0.01,,0.99,328.0,69.0,53.0,,,32.0,3,3,1,,,,11.681190354774401
Kyu Tae Im,21341.75,160,0.38,0.62,0.01,0.01,46.0,69.0,141.0,8.0,20.0,39.0,3,1,10,,,,9.968420527116711
Jamie Baker,57340.0,186,0.26,0.25,0.33,0.25,274.0,78.0,101.0,8.0,17.0,33.0,3,3,9,,,,10.956753739437401
Kristian Pless,102534.91,65,0.39,0.4,0.35,0.25,129.0,14.0,358.0,3.0,18.0,39.0,3,3,3,,,,11.5379586049404
Damir Dzumhur,351803.09,23,0.48,0.48,0.46,0.56,97.0,55.0,78.0,7.0,18.0,27.0,3,3,9,0.18181818181818202,,0.272727272727273,12.7708268946467
Kristijan Mesaros,160507.0,184,0.01,0.01,,,311.0,43.0,239.0,,,31.0,3,3,1,,,,11.9860928343083
Kristof Vliegen,240317.12,30,0.43,0.42,0.44,0.37,345.0,48.0,1.0,5.0,18.0,37.0,3,3,12,,,,12.389714663464801
Jan Satral,176310.0,136,0.2,0.25,0.01,,98.0,80.0,240.0,,,29.0,3,3,1,,,,12.079999088274802
Filip Peliwo,102058.67,161,0.25,0.25,0.25,,334.0,264.0,135.0,5.0,19.0,26.0,3,3,1,,,,11.533303122983
Javier Marti,93348.0,170,0.15,0.01,0.11,0.5,161.0,351.0,151.0,3.0,17.0,28.0,3,2,4,,,,11.444089723994802
Bruno Echagaray,22156.83,156,0.31,0.5,0.33,,1.0,106.0,57.0,,,36.0,3,2,4,,,,10.005901080087
Gaston Gaudio,505513.0,5,0.58,0.42,0.66,0.25,14.0,27.0,13.0,9.0,17.0,41.0,3,2,4,,0.666666666666667,0.666666666666667,13.1333290342238
Bjorn Rehnquist,45376.75,146,0.27,0.12,0.43,,252.0,94.0,53.0,5.0,19.0,42.0,3,3,4,,,,10.722755138316598
Gleb Sakharov,90402.33,153,0.25,0.01,0.5,,152.0,12.0,263.0,,,31.0,3,3,1,,,,11.4120253203844
Antonio Veic,79538.71,119,0.32,0.38,0.28,,395.0,184.0,51.0,6.0,18.0,32.0,3,3,10,,,,11.2839991003752
David Marrero,1183432.0,143,0.33,,0.33,,160.0,54.0,67.0,9.0,20.0,39.0,3,2,1,,,,13.9839292495892
Yoshihito Nishioka,243299.43,48,0.49,0.53,0.2,0.01,105.0,337.0,276.0,,,24.0,2,3,10,0.14285714285714302,,0.14285714285714302,12.4020481859822
Thiago Monteiro,243158.8,74,0.4,0.21,0.48,0.33,260.0,163.0,194.0,6.0,16.0,25.0,2,3,4,,,,12.401470006828301
Agustin Calleri,336284.91,16,0.53,0.46,0.6,0.29,5.0,17.0,26.0,8.0,18.0,43.0,3,2,4,,0.18181818181818202,0.18181818181818202,12.7257140260704
Sergio Roitman,172397.43,62,0.29,0.11,0.36,0.17,34.0,49.0,7.0,11.0,16.0,40.0,3,2,4,,,,12.057557729908
Aisam Ul Haq Qureshi,162490.1,125,0.55,0.5,0.54,0.6,42.0,102.0,8.0,9.0,17.0,39.0,3,2,9,,,,11.998372355819098
Raemon Sluiter,132810.69,46,0.41,0.4,0.39,0.47,36.0,60.0,12.0,7.0,17.0,41.0,3,3,9,,,,11.796680009772698
Younes El Aynaoui,202233.35,14,0.54,0.5,0.59,0.5,13.0,16.0,8.0,13.0,18.0,48.0,3,3,4,0.05,0.2,0.25,12.2171775076753
Bjorn Fratangelo,248432.2,99,0.36,0.33,0.36,0.5,171.0,306.0,42.0,4.0,18.0,26.0,3,3,9,,,,12.4229252502699
Guillermo Hormazabal,20968.8,284,0.01,0.01,0.01,,193.0,87.0,87.0,9.0,18.0,35.0,3,3,1,,,,9.950790897651991
Taylor Dent,213614.83,21,0.52,0.53,0.25,0.57,57.0,67.0,24.0,7.0,16.0,38.0,3,2,5,0.166666666666667,,0.33333333333333304,12.271929812497099
Marko Tkalec,10823.55,243,0.71,0.5,0.85,0.99,56.0,17.0,198.0,5.0,19.0,42.0,3,1,4,,,,9.289479594707009
Henri Laaksonen,121981.0,93,0.41,0.41,0.42,0.01,297.0,47.0,74.0,8.0,16.0,27.0,3,3,14,,,,11.7116205738821
Takanyi Garanganga,32340.75,288,0.36,0.36,,,79.0,211.0,196.0,5.0,18.0,29.0,3,3,10,,,,10.384083323956801
Matteo Trevisan,123382.0,267,0.01,,0.01,,16.0,254.0,359.0,,,30.0,3,3,1,,,,11.7230405127149
Yuki Bhambri,91371.3,83,0.47,0.47,0.33,0.01,170.0,160.0,128.0,10.0,15.0,27.0,3,3,10,,,,11.422686703756199
Gouichi Motomura,34076.93,134,0.41,0.37,0.33,0.33,12.0,2.0,25.0,8.0,18.0,46.0,3,1,3,,,,10.436375894726
Dimitar Kuzmanov,16608.88,249,0.47,0.36,0.75,,346.0,84.0,44.0,9.0,15.0,26.0,3,3,10,,,,9.7176927710744
Martin Cuevas,14989.9,271,0.2,0.25,0.2,,179.0,144.0,39.0,,,28.0,3,1,4,,,,9.61513191996032
Goran Tosic,143605.0,263,0.25,,0.25,,95.0,11.0,142.0,,,37.0,3,3,1,,,,11.874821753931599
Philipp Oswald,355135.67,206,0.25,0.01,0.33,,11.0,309.0,188.0,4.0,19.0,34.0,3,1,1,,,,12.780255164463698
Diego Hartfield,168862.0,73,0.39,0.12,0.46,0.01,126.0,52.0,130.0,1.0,25.0,39.0,3,3,4,,,,12.036837092284602
Adam Pavlasek,222058.0,72,0.4,0.01,0.56,0.5,429.0,82.0,155.0,,,25.0,3,3,4,,,,12.3106938879929
Guillermo Canas,406582.69,8,0.56,0.55,0.58,0.59,216.0,1.0,257.0,10.0,17.0,42.0,3,3,11,0.23076923076923103,0.307692307692308,0.538461538461538,12.9155426067173
Hyung Taik Lee,157045.73,36,0.5,0.48,0.5,0.49,26.0,29.0,31.0,12.0,19.0,44.0,3,2,3,0.0666666666666667,,0.0666666666666667,11.9642923158038
Peter Wessels,77405.25,72,0.43,0.42,0.22,0.56,40.0,355.0,262.0,9.0,17.0,41.0,3,2,9,,,0.0833333333333333,11.256809886734901
Jonathan Marray,234726.2,215,0.33,0.01,,0.36,120.0,113.0,235.0,5.0,18.0,38.0,3,2,9,,,,12.3661750074792
Augustin Gensse,125319.5,139,0.25,0.01,0.33,,165.0,31.0,81.0,11.0,17.0,36.0,3,3,1,,,,11.738621755272
Ante Pavic,87359.8,132,0.21,0.17,0.01,0.33,281.0,95.0,109.0,,,31.0,3,1,9,,,,11.3777905015988
Marco Mirnegg,83350.0,204,0.01,,0.01,0.01,332.0,58.0,129.0,,,37.0,3,1,1,,,,11.330803888178899
Marco Crugnola,70264.33,165,0.01,0.01,0.01,,280.0,188.0,33.0,5.0,20.0,36.0,3,2,1,,,,11.1600195521589
Jozef Kovalik,203400.2,80,0.31,0.39,0.31,0.01,80.0,6.0,137.0,8.0,17.0,27.0,3,3,10,,,,12.222930745880301
Hans Podlipnik Castillo,113139.8,157,0.43,0.01,0.5,,379.0,98.0,26.0,10.0,17.0,32.0,3,2,1,,,,11.636379501174199
Marco Cecchinato,350356.0,16,0.34,0.21,0.42,0.25,202.0,246.0,4.0,9.0,17.0,27.0,3,2,4,,0.375,0.375,12.7667050593834
John Patrick Smith,175644.14,108,0.2,0.06,,0.44,195.0,23.0,20.0,,,30.0,2,3,9,,,,12.076215295338399
Gerald Melzer,125715.86,68,0.35,0.13,0.43,,474.0,89.0,68.0,9.0,16.0,29.0,2,3,4,,,,11.7417795600479
Mathias Bourgue,80643.0,140,0.25,0.01,0.33,,58.0,334.0,156.0,,,26.0,3,3,1,,,,11.297787284994198
Massimo Dellacqua,,148,0.17,0.01,0.01,0.5,68.0,122.0,118.0,,,40.0,3,1,1,,,,
Andrey Kuznetsov,301474.33,39,0.44,0.46,0.45,0.35,473.0,70.0,9.0,7.0,18.0,29.0,3,3,15,,,,12.616440150562802
Dusan Vemic,74718.36,146,0.49,0.33,0.56,0.5,22.0,67.0,154.0,13.0,18.0,43.0,3,1,16,,,,11.2214811240537
Raven Klaasen,1050051.33,208,0.58,0.56,,0.67,147.0,53.0,184.0,9.0,19.0,37.0,3,3,10,,,,13.864349606653098
Brian Dabul,182163.25,82,0.36,0.33,0.35,0.43,316.0,160.0,71.0,8.0,17.0,36.0,2,3,9,,,,12.1126585420365
Inigo Cervantes Huegun,170468.5,56,0.35,0.31,0.38,0.25,115.0,127.0,140.0,7.0,19.0,30.0,3,3,14,,,,12.046305807904101
Axel Michon,253075.0,177,0.5,,0.5,,374.0,210.0,147.0,5.0,18.0,29.0,2,3,1,,,,12.441441166467
Ramkumar Ramanathan,97399.0,111,0.45,0.36,0.01,0.62,109.0,261.0,285.0,,,25.0,3,3,9,,,,11.486571222637501
Danilo Petrovic,246912.0,155,0.01,0.01,,,153.0,23.0,15.0,,,28.0,3,3,1,,,,12.416787276825302
Marton Fucsovics,270680.6,31,0.5,0.5,0.52,0.31,137.0,259.0,20.0,10.0,17.0,28.0,3,3,15,,0.1,0.1,12.508694806983302
Julio Cesar Campozano,16146.11,197,0.52,0.38,0.56,,442.0,102.0,9.0,10.0,17.0,34.0,3,3,4,,,,9.689434432764651
Guillermo Olaso,123523.5,167,0.33,0.01,0.4,,315.0,144.0,59.0,5.0,17.0,31.0,3,3,1,,,,11.7241867003494
Tasuku Iwami,39108.0,260,0.25,0.25,,,120.0,93.0,45.0,,,41.0,2,1,1,,,,10.574082328625598
Darian King,76471.75,106,0.62,0.63,0.33,,231.0,4.0,172.0,7.0,17.0,27.0,3,3,10,,,,11.2446766705678
